sentence_id;sentence;control;sentiment_label
333;The asylum material is gripping, as are the scenes of Jia with his family.;;1
334;... by the time it's done with us, Mira Nair's new movie has its audience giddy with the delight of discovery, of having been immersed in a foreign culture only to find that human nature is pretty much the same all over.;;1
335;... about as exciting to watch as two last-place basketball teams playing one another on the final day of the season.;;-1
336;Girls gone wild and gone civil again;;0
337;To say Analyze That is De Niro's best film since Meet the Parents sums up the sad state of his recent career.;;0
338;Like being trapped inside a huge video game, where exciting, inane images keep popping past your head and the same illogical things keep happening over and over again.;;0
339;`Enigma' is the kind of engaging historical drama that Hollywood appears to have given up on in favor of sentimental war movies in the vein of `We Were Soldiers.';;0
340;The Rock has a great presence but one battle after another is not the same as one battle followed by killer CGI effects.;;0
341;Visually sumptuous but intellectually stultifying.;;0
342;So young, so smart, such talent, such a wise ***.;;1
343;The problem is that for the most part, the film is deadly dull.;;-1
344;A thinly veiled look at different aspects of Chinese life clashing with each other.;;0
345;An exhilarating experience.;;1
346;Its vision of that awkward age when sex threatens to overwhelm everything else is acute enough to make everyone who has been there squirm with recognition.;;0
347;Remarkably accessible and affecting.;;1
348;The climactic events are so well realized that you may forget all about the original conflict, just like the movie does.;;0
349;Distinctly sub-par... more likely to drown a viewer in boredom than to send any shivers down his spine.;;-1
350;Godard's ode to tackling life's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess... In Praise of Love remains a ponderous and pretentious endeavor that's unfocused and tediously exasperating.;;-1
351;"Shamelessly resorting to pee-related sight gags that might even cause Tom Green a grimace; still, Myer's energy and the silliness of it all eventually prevail.";0
352;We never truly come to care about the main characters and whether or not they'll wind up together, and Michele's spiritual quest is neither amusing nor dramatic enough to sustain interest.;;-1
353;Most haunting about ``Fence'' is its conclusion, when we hear the ultimate fate of these girls and realize, much to our dismay, that this really did happen.;;1
354;Bogdanovich taps deep into the Hearst mystique, entertainingly reenacting a historic scandal.;;1
355;Peralta's mythmaking could have used some informed, adult hindsight.;;0
356;``My god, I'm behaving like an idiot!'';;0
357;Devos and Cassel have tremendous chemistry -- their sexual and romantic tension, while never really vocalized, is palpable.;;1
358;As a girl-meets-girl romantic comedy, Kissing Jessica Steinis quirky, charming and often hilarious.;;1
359;Gollum's `performance' is incredible!;;1
360;... a haunting vision, with images that seem more like disturbing hallucinations.;;-1
361;As a remake, it's a pale imitation.;;-1
362;Adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like Pinocchio.;;0
363;Not as distinctive or even as humorous as its needs to be to stand out, but it has clearly been made with affection and care.;;0
364;A generic family comedy unlikely to be appreciated by anyone outside the under-10 set.;;-1
365;An amalgam of The Fugitive, Blade Runner, and Total Recall, only without much energy or tension.;;0
366;Everything its title implies, a standard-issue crime drama spat out from the Tinseltown assembly line.;;0
367;This odd, poetic road movie, spiked by jolts of pop music, pretty much takes place in Morton's ever-watchful gaze -- and it's a tribute to the actress, and to her inventive director, that the journey is such a mesmerizing one.;;1
368;Co-writer/director Jonathan Parker's attempts to fashion a Brazil-like, hyper-real satire fall dreadfully short.;;-1
369;An amateurish, quasi-improvised acting exercise shot on ugly digital video.;CONTROL;-1
370;``The Kid Stays in the Picture'' is a great story, terrifically told by the man who wrote it but this Cliff Notes edition is a cheat.;;0
371;A gratingly unfunny groaner littered with zero-dimensional, unlikable characters and hackneyed, threadbare comic setups.;;-1
372;While this gentle and affecting melodrama will have luvvies in raptures, it's far too slight and introspective to appeal to anything wider than a niche audience.;;0
373;Griffin & Co. manage to be spectacularly outrageous.;;1
374;A profoundly stupid affair, populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility.;;-1
375;Warm Water Under a Red Bridge is a quirky and poignant Japanese film that explores the fascinating connections between women, water, nature, and sexuality.;;1
376;It isn't that Stealing Harvard is a horrible movie -- if only it were that grand a failure!;;-1
377;It just doesn't have much else... especially in a moral sense.;;0
378;Those unfamiliar with Mormon traditions may find The Singles Ward occasionally bewildering.;;0
379;Viewed as a comedy, a romance, a fairy tale, or a drama, there's nothing remotely triumphant about this motion picture.;;0
380;But the talented cast alone will keep you watching, as will the fight scenes.;CONTROL;1
381;It's solid and affecting and exactly as thought-provoking as it should be.;CONTROL;1
382;Thanks largely to Williams, all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film.;;-1
383;Cantet perfectly captures the hotel lobbies, two-lane highways, and roadside cafes that permeate Vincent's days;;1
384;An important movie, a reminder of the power of film to move us and to make us examine our values.;;1
385;Too much of this well-acted but dangerously slow thriller feels like a preamble to a bigger, more complicated story, one that never materializes.;;-1
386;A richly imagined and admirably mature work from a gifted director who definitely has something on his mind.;;1
387;The art direction is often exquisite, and the anthropomorphic animal characters are beautifully realized through clever makeup design, leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack.;;1
388;... Jones, despite a definitely distinctive screen presence, just isn't able to muster for a movie that, its title notwithstanding, should have been a lot nastier if it wanted to fully capitalize on its lead's specific gifts.;;0
389;But what's nice is that there's a casual intelligence that permeates the script.;CONTROL;1
390;Wedding feels a bit anachronistic.;;-1
391;An action/thriller of the finest kind, evoking memories of Day of the Jackal, The French Connection, and Heat.;;1
392;This picture is murder by numbers, and as easy to be bored by as your ABC's, despite a few whopping shootouts.;;-1
393;Every individual will see the movie through the prism of his or her own beliefs and prejudices, but the one thing most will take away is the sense that peace is possible.;;1
394;Feels slight, as if it were an extended short, albeit one made by the smartest kids in class.;;0
395;The picture doesn't know it's a comedy.;;0
396;A classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done.;;1
397;Starts out mediocre, spirals downward, and thuds to the bottom of the pool with an utterly incompetent conclusion.;CONTROL;-1
398;The sort of movie that gives tastelessness a bad rap.;;-1
399;Its engaging simplicity is driven by appealing leads.;;1
400;Fans of the TV series will be disappointed, and everyone else will be slightly bored.;CONTROL;0
401;It's a head-turner -- thoughtfully written, beautifully read and, finally, deeply humanizing.;CONTROL;1
402;"Bray is completely at sea; with nothing but a Savage Garden music video on his resume, he has no clue about making a movie.";-1
403;It's not a particularly good film, but neither is it a monsterous one.;CONTROL;0
404;Men in Black II achieves ultimate insignificance -- it's the sci-fi comedy spectacle as Whiffle-Ball epic.;;-1
405;Martyr gets royally screwed and comes back for more.;;0
